county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Stanislaus County,2020-06-15T00:00:00,128.0,91.0,,,
Sutter County,2020-06-15T00:00:00,20.0,20.0,,,
Tehama County,2020-06-15T00:00:00,,,,,
Trinity County,2020-06-15T00:00:00,,,,,
Tulare County,2020-06-15T00:00:00,113.0,78.0,,,
Tuolumne County,2020-06-15T00:00:00,50.0,34.0,,,
Ventura County,2020-06-15T00:00:00,388.0,299.0,,,
Yolo County,2020-06-15T00:00:00,227.0,193.0,,,
Yuba County,2020-06-15T00:00:00,12.0,12.0,,,
Wilton Rancheria Tribe,2020-06-15T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-15T00:00:00,,,,,
Alameda County,2020-06-16T00:00:00,652.0,420.0,91.0,91.0,
Alpine County,2020-06-16T00:00:00,,,,,
Amador County,2020-06-16T00:00:00,,,,,
Butte County,2020-06-16T00:00:00,122.0,122.0,,,
Calaveras County,2020-06-16T00:00:00,73.0,31.0,,,
Colusa County,2020-06-16T00:00:00,,,,,
Contra Costa County,2020-06-16T00:00:00,568.0,442.0,,,
Del Norte County,2020-06-16T00:00:00,25.0,25.0,,,
El Dorado County,2020-06-16T00:00:00,46.0,26.0,,,
Fresno County,2020-06-16T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-16T00:00:00,,,,,
Humboldt County,2020-06-16T00:00:00,74.0,52.0,15.0,,
Imperial County,2020-06-16T00:00:00,126.0,108.0,37.0,,
Inyo County,2020-06-16T00:00:00,,,,,
Kern County,2020-06-16T00:00:00,20.0,20.0,15.0,15.0,
Kings County,2020-06-16T00:00:00,43.0,42.0,,,
Lake County,2020-06-16T00:00:00,15.0,,,,
Lassen County,2020-06-16T00:00:00,,,,,
Los Angeles County,2020-06-16T00:00:00,4320.0,3491.0,651.0,651.0,
Madera County ,2020-06-16T00:00:00,17.0,17.0,,,
Marin County ,2020-06-16T00:00:00,200.0,127.0,44.0,,
Mariposa County,2020-06-16T00:00:00,44.0,,,,
Mendocino County,2020-06-16T00:00:00,177.0,139.0,,,
Merced County,2020-06-16T00:00:00,112.0,74.0,,,
Modoc County,2020-06-16T00:00:00,,,,,
Mono County,2020-06-16T00:00:00,,,,,
Monterey County,2020-06-16T00:00:00,142.0,98.0,108.0,15.0,
Napa County ,2020-06-16T00:00:00,119.0,50.0,18.0,12.0,
Nevada County ,2020-06-16T00:00:00,70.0,,,,
Orange County,2020-06-16T00:00:00,666.0,522.0,78.0,78.0,
Placer County,2020-06-16T00:00:00,73.0,44.0,12.0,12.0,
Plumas County,2020-06-16T00:00:00,,,,,
Riverside County,2020-06-16T00:00:00,374.0,374.0,15.0,15.0,
Sacramento County,2020-06-16T00:00:00,525.0,417.0,63.0,63.0,
San Benito County,2020-06-16T00:00:00,97.0,88.0,,,
San BernardinoCounty,2020-06-16T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-16T00:00:00,1617.0,238.0,44.0,44.0,
San Francisco,2020-06-16T00:00:00,2412.0,1305.0,91.0,91.0,
San Joaquin County,2020-06-16T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-16T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-16T00:00:00,165.0,165.0,,,
Santa Barbara County,2020-06-16T00:00:00,117.0,108.0,,,
Santa Clara County,2020-06-16T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-16T00:00:00,149.0,129.0,35.0,,
Shasta County,2020-06-16T00:00:00,35.0,27.0,,,
Sierra County,2020-06-16T00:00:00,,,,,
Siskiyou County,2020-06-16T00:00:00,,,,,
Solano County,2020-06-16T00:00:00,223.0,140.0,,,
Sonoma County,2020-06-16T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-16T00:00:00,128.0,91.0,,,
Sutter County,2020-06-16T00:00:00,20.0,20.0,,,
Tehama County,2020-06-16T00:00:00,,,,,
Trinity County,2020-06-16T00:00:00,,,,,
Tulare County,2020-06-16T00:00:00,113.0,78.0,,,
Tuolumne County,2020-06-16T00:00:00,50.0,34.0,,,
Ventura County,2020-06-16T00:00:00,388.0,299.0,,,
Yolo County,2020-06-16T00:00:00,227.0,193.0,,,
Yuba County,2020-06-16T00:00:00,18.0,11.0,,,
Wilton Rancheria Tribe,2020-06-16T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-16T00:00:00,,,,,
Alameda County,2020-06-17T00:00:00,652.0,426.0,91.0,91.0,
Alpine County,2020-06-17T00:00:00,,,,,
Amador County,2020-06-17T00:00:00,,,,,
Butte County,2020-06-17T00:00:00,122.0,122.0,,,
Calaveras County,2020-06-17T00:00:00,73.0,31.0,,,
Colusa County,2020-06-17T00:00:00,,,,,
Contra Costa County,2020-06-17T00:00:00,567.0,443.0,,,
Del Norte County,2020-06-17T00:00:00,25.0,25.0,,,
El Dorado County,2020-06-17T00:00:00,46.0,26.0,,,
Fresno County,2020-06-17T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-17T00:00:00,,,,,
Humboldt County,2020-06-17T00:00:00,74.0,52.0,15.0,,
Imperial County,2020-06-17T00:00:00,126.0,109.0,37.0,,
Inyo County,2020-06-17T00:00:00,,,,,
Kern County,2020-06-17T00:00:00,21.0,21.0,15.0,15.0,
Kings County,2020-06-17T00:00:00,43.0,42.0,,,
Lake County,2020-06-17T00:00:00,15.0,,,,
Lassen County,2020-06-17T00:00:00,,,,,
Los Angeles County,2020-06-17T00:00:00,4320.0,3503.0,651.0,651.0,
Madera County ,2020-06-17T00:00:00,17.0,17.0,,,
Marin County ,2020-06-17T00:00:00,200.0,117.0,44.0,,
Mariposa County,2020-06-17T00:00:00,44.0,,,,
Mendocino County,2020-06-17T00:00:00,171.0,132.0,,,
Merced County,2020-06-17T00:00:00,112.0,74.0,,,
Modoc County,2020-06-17T00:00:00,,,,,
Mono County,2020-06-17T00:00:00,,,,,
Monterey County,2020-06-17T00:00:00,142.0,98.0,108.0,15.0,
Napa County ,2020-06-17T00:00:00,119.0,52.0,18.0,12.0,
Nevada County ,2020-06-17T00:00:00,70.0,,,,
Orange County,2020-06-17T00:00:00,666.0,522.0,78.0,78.0,
Placer County,2020-06-17T00:00:00,73.0,44.0,12.0,12.0,
Plumas County,2020-06-17T00:00:00,,,,,
Riverside County,2020-06-17T00:00:00,375.0,375.0,15.0,15.0,
Sacramento County,2020-06-17T00:00:00,525.0,444.0,63.0,63.0,
San Benito County,2020-06-17T00:00:00,97.0,92.0,,,
San BernardinoCounty,2020-06-17T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-17T00:00:00,1617.0,232.0,44.0,44.0,
San Francisco,2020-06-17T00:00:00,2412.0,1353.0,91.0,91.0,
San Joaquin County,2020-06-17T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-17T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-17T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-06-17T00:00:00,123.0,113.0,,,
Santa Clara County,2020-06-17T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-17T00:00:00,149.0,128.0,35.0,,
Shasta County,2020-06-17T00:00:00,35.0,27.0,,,
Sierra County,2020-06-17T00:00:00,,,,,
Siskiyou County,2020-06-17T00:00:00,,,,,
Solano County,2020-06-17T00:00:00,223.0,140.0,,,
Sonoma County,2020-06-17T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-17T00:00:00,128.0,91.0,,,
Sutter County,2020-06-17T00:00:00,21.0,21.0,,,
Tehama County,2020-06-17T00:00:00,,,,,
Trinity County,2020-06-17T00:00:00,,,,,
Tulare County,2020-06-17T00:00:00,113.0,74.0,,,
Tuolumne County,2020-06-17T00:00:00,50.0,34.0,,,
Ventura County,2020-06-17T00:00:00,388.0,297.0,,,
Yolo County,2020-06-17T00:00:00,227.0,193.0,,,
Yuba County,2020-06-17T00:00:00,18.0,11.0,,,
Wilton Rancheria Tribe,2020-06-17T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-17T00:00:00,,,,,
Alameda County,2020-06-18T00:00:00,652.0,426.0,91.0,91.0,
Alpine County,2020-06-18T00:00:00,,,,,
Amador County,2020-06-18T00:00:00,,,,,
Butte County,2020-06-18T00:00:00,123.0,123.0,,,
Calaveras County,2020-06-18T00:00:00,73.0,31.0,,,
Colusa County,2020-06-18T00:00:00,,,,,
Contra Costa County,2020-06-18T00:00:00,567.0,449.0,,,
Del Norte County,2020-06-18T00:00:00,25.0,25.0,,,
El Dorado County,2020-06-18T00:00:00,46.0,26.0,,,
Fresno County,2020-06-18T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-18T00:00:00,,,,,
Humboldt County,2020-06-18T00:00:00,74.0,51.0,15.0,,
Imperial County,2020-06-18T00:00:00,126.0,110.0,37.0,,
Inyo County,2020-06-18T00:00:00,,,,,
Kern County,2020-06-18T00:00:00,24.0,24.0,15.0,15.0,
Kings County,2020-06-18T00:00:00,43.0,42.0,,,
Lake County,2020-06-18T00:00:00,15.0,,,,
Lassen County,2020-06-18T00:00:00,,,,,
Los Angeles County,2020-06-18T00:00:00,4320.0,3510.0,651.0,651.0,
Madera County ,2020-06-18T00:00:00,17.0,17.0,,,
Marin County ,2020-06-18T00:00:00,200.0,126.0,44.0,,
Mariposa County,2020-06-18T00:00:00,44.0,,,,
Mendocino County,2020-06-18T00:00:00,171.0,132.0,,,
Merced County,2020-06-18T00:00:00,112.0,74.0,,,
Modoc County,2020-06-18T00:00:00,,,,,
Mono County,2020-06-18T00:00:00,,,,,
Monterey County,2020-06-18T00:00:00,142.0,98.0,108.0,15.0,
Napa County ,2020-06-18T00:00:00,119.0,52.0,18.0,12.0,
Nevada County ,2020-06-18T00:00:00,70.0,,,,
Orange County,2020-06-18T00:00:00,666.0,538.0,78.0,78.0,
Placer County,2020-06-18T00:00:00,73.0,44.0,12.0,12.0,
Plumas County,2020-06-18T00:00:00,,,,,
Riverside County,2020-06-18T00:00:00,372.0,372.0,15.0,15.0,
Sacramento County,2020-06-18T00:00:00,525.0,465.0,63.0,63.0,
San Benito County,2020-06-18T00:00:00,97.0,80.0,,,
San BernardinoCounty,2020-06-18T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-18T00:00:00,1617.0,230.0,44.0,44.0,
San Francisco,2020-06-18T00:00:00,2412.0,1383.0,91.0,91.0,
San Joaquin County,2020-06-18T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-18T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-18T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-06-18T00:00:00,124.0,115.0,,,
Santa Clara County,2020-06-18T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-18T00:00:00,149.0,129.0,35.0,,
Shasta County,2020-06-18T00:00:00,35.0,27.0,,,
Sierra County,2020-06-18T00:00:00,,,,,
Siskiyou County,2020-06-18T00:00:00,,,,,
Solano County,2020-06-18T00:00:00,222.0,144.0,,,
Sonoma County,2020-06-18T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-18T00:00:00,128.0,91.0,,,
Sutter County,2020-06-18T00:00:00,21.0,21.0,,,
Tehama County,2020-06-18T00:00:00,,,,,
Trinity County,2020-06-18T00:00:00,,,,,
Tulare County,2020-06-18T00:00:00,113.0,74.0,,,
Tuolumne County,2020-06-18T00:00:00,50.0,34.0,,,
Ventura County,2020-06-18T00:00:00,388.0,283.0,,,
Yolo County,2020-06-18T00:00:00,227.0,193.0,,,
Yuba County,2020-06-18T00:00:00,18.0,11.0,,,
Wilton Rancheria Tribe,2020-06-18T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-18T00:00:00,,,,,
Alameda County,2020-06-19T00:00:00,652.0,445.0,91.0,91.0,
Alpine County,2020-06-19T00:00:00,,,,,
Amador County,2020-06-19T00:00:00,,,,,
Butte County,2020-06-19T00:00:00,123.0,123.0,,,
Calaveras County,2020-06-19T00:00:00,73.0,30.0,,,
Colusa County,2020-06-19T00:00:00,,,,,
Contra Costa County,2020-06-19T00:00:00,567.0,446.0,,,
Del Norte County,2020-06-19T00:00:00,26.0,26.0,,,
El Dorado County,2020-06-19T00:00:00,46.0,30.0,,,
Fresno County,2020-06-19T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-19T00:00:00,,,,,
Humboldt County,2020-06-19T00:00:00,74.0,51.0,15.0,,
Imperial County,2020-06-19T00:00:00,126.0,110.0,37.0,,
Inyo County,2020-06-19T00:00:00,,,,,
Kern County,2020-06-19T00:00:00,24.0,24.0,15.0,15.0,
Kings County,2020-06-19T00:00:00,43.0,43.0,,,
Lake County,2020-06-19T00:00:00,15.0,,,,
Lassen County,2020-06-19T00:00:00,,,,,
Los Angeles County,2020-06-19T00:00:00,4320.0,3506.0,651.0,651.0,
Madera County ,2020-06-19T00:00:00,17.0,17.0,,,
Marin County ,2020-06-19T00:00:00,200.0,127.0,44.0,,
Mariposa County,2020-06-19T00:00:00,44.0,,,,
Mendocino County,2020-06-19T00:00:00,171.0,132.0,,,
Merced County,2020-06-19T00:00:00,112.0,74.0,,,
Modoc County,2020-06-19T00:00:00,,,,,
Mono County,2020-06-19T00:00:00,,,,,
Monterey County,2020-06-19T00:00:00,142.0,98.0,108.0,15.0,
Napa County ,2020-06-19T00:00:00,119.0,53.0,18.0,12.0,
Nevada County ,2020-06-19T00:00:00,70.0,,,,
Orange County,2020-06-19T00:00:00,666.0,534.0,78.0,78.0,
Placer County,2020-06-19T00:00:00,73.0,44.0,12.0,12.0,
Plumas County,2020-06-19T00:00:00,,,,,
Riverside County,2020-06-19T00:00:00,379.0,379.0,15.0,15.0,
Sacramento County,2020-06-19T00:00:00,525.0,465.0,63.0,63.0,
San Benito County,2020-06-19T00:00:00,97.0,81.0,,,
San BernardinoCounty,2020-06-19T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-19T00:00:00,1617.0,232.0,44.0,44.0,
San Francisco,2020-06-19T00:00:00,2412.0,1450.0,91.0,91.0,
San Joaquin County,2020-06-19T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-19T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-19T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-06-19T00:00:00,128.0,120.0,,,
Santa Clara County,2020-06-19T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-19T00:00:00,149.0,125.0,35.0,,
Shasta County,2020-06-19T00:00:00,35.0,27.0,,,
Sierra County,2020-06-19T00:00:00,,,,,
Siskiyou County,2020-06-19T00:00:00,,,,,
Solano County,2020-06-19T00:00:00,222.0,144.0,,,
Sonoma County,2020-06-19T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-19T00:00:00,128.0,93.0,,,
Sutter County,2020-06-19T00:00:00,21.0,21.0,,,
Tehama County,2020-06-19T00:00:00,,,,,
Trinity County,2020-06-19T00:00:00,,,,,
Tulare County,2020-06-19T00:00:00,113.0,74.0,,,
Tuolumne County,2020-06-19T00:00:00,50.0,34.0,,,
Ventura County,2020-06-19T00:00:00,388.0,280.0,,,
Yolo County,2020-06-19T00:00:00,227.0,151.0,,,
Yuba County,2020-06-19T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-19T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-19T00:00:00,,,,,
Alameda County,2020-06-22T00:00:00,652.0,448.0,91.0,91.0,
Alpine County,2020-06-22T00:00:00,,,,,
Amador County,2020-06-22T00:00:00,,,,,
Butte County,2020-06-22T00:00:00,123.0,123.0,,,
Calaveras County,2020-06-22T00:00:00,73.0,30.0,,,
Colusa County,2020-06-22T00:00:00,,,,,
Contra Costa County,2020-06-22T00:00:00,566.0,438.0,,,
Del Norte County,2020-06-22T00:00:00,26.0,26.0,,,
El Dorado County,2020-06-22T00:00:00,46.0,30.0,,,
Fresno County,2020-06-22T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-22T00:00:00,,,,,
Humboldt County,2020-06-22T00:00:00,74.0,51.0,15.0,,
Imperial County,2020-06-22T00:00:00,126.0,110.0,37.0,,
Inyo County,2020-06-22T00:00:00,,,,,
Kern County,2020-06-22T00:00:00,25.0,25.0,15.0,15.0,
Kings County,2020-06-22T00:00:00,43.0,43.0,,,
Lake County,2020-06-22T00:00:00,15.0,,,,
Lassen County,2020-06-22T00:00:00,,,,,
Los Angeles County,2020-06-22T00:00:00,4320.0,3492.0,651.0,651.0,
Madera County ,2020-06-22T00:00:00,17.0,17.0,,,
Marin County ,2020-06-22T00:00:00,198.0,117.0,44.0,,
Mariposa County,2020-06-22T00:00:00,44.0,,,,
Mendocino County,2020-06-22T00:00:00,171.0,132.0,,,
Merced County,2020-06-22T00:00:00,112.0,74.0,,,
Modoc County,2020-06-22T00:00:00,,,,,
Mono County,2020-06-22T00:00:00,,,,,
Monterey County,2020-06-22T00:00:00,142.0,98.0,108.0,15.0,
Napa County ,2020-06-22T00:00:00,75.0,47.0,18.0,12.0,
Nevada County ,2020-06-22T00:00:00,70.0,,,,
Orange County,2020-06-22T00:00:00,666.0,517.0,78.0,78.0,
Placer County,2020-06-22T00:00:00,73.0,46.0,12.0,12.0,
Plumas County,2020-06-22T00:00:00,,,,,
Riverside County,2020-06-22T00:00:00,374.0,374.0,15.0,15.0,
Sacramento County,2020-06-22T00:00:00,525.0,465.0,63.0,63.0,
San Benito County,2020-06-22T00:00:00,97.0,83.0,,,
San BernardinoCounty,2020-06-22T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-22T00:00:00,1617.0,224.0,44.0,44.0,
San Francisco,2020-06-22T00:00:00,2412.0,1499.0,91.0,91.0,
San Joaquin County,2020-06-22T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-22T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-22T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-06-22T00:00:00,125.0,113.0,,,
Santa Clara County,2020-06-22T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-22T00:00:00,149.0,126.0,35.0,,
Shasta County,2020-06-22T00:00:00,35.0,27.0,,,
Sierra County,2020-06-22T00:00:00,,,,,
Siskiyou County,2020-06-22T00:00:00,,,,,
Solano County,2020-06-22T00:00:00,222.0,143.0,,,
Sonoma County,2020-06-22T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-22T00:00:00,126.0,91.0,,,
Sutter County,2020-06-22T00:00:00,21.0,21.0,,,
Tehama County,2020-06-22T00:00:00,,,,,
Trinity County,2020-06-22T00:00:00,,,,,
Tulare County,2020-06-22T00:00:00,113.0,74.0,,,
Tuolumne County,2020-06-22T00:00:00,50.0,34.0,,,
Ventura County,2020-06-22T00:00:00,388.0,280.0,,,
Yolo County,2020-06-22T00:00:00,227.0,153.0,,,
Yuba County,2020-06-22T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-22T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-22T00:00:00,,,,,
Alameda County,2020-06-23T00:00:00,652.0,448.0,91.0,91.0,
Alpine County,2020-06-23T00:00:00,,,,,
Amador County,2020-06-23T00:00:00,,,,,
Butte County,2020-06-23T00:00:00,127.0,127.0,,,
Calaveras County,2020-06-23T00:00:00,73.0,30.0,,,
Colusa County,2020-06-23T00:00:00,,,,,
Contra Costa County,2020-06-23T00:00:00,566.0,444.0,,,
Del Norte County,2020-06-23T00:00:00,26.0,26.0,,,
El Dorado County,2020-06-23T00:00:00,46.0,37.0,,,
Fresno County,2020-06-23T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-23T00:00:00,,,,,
Humboldt County,2020-06-23T00:00:00,74.0,51.0,15.0,,
Imperial County,2020-06-23T00:00:00,126.0,114.0,37.0,,
Inyo County,2020-06-23T00:00:00,,,,,
Kern County,2020-06-23T00:00:00,25.0,25.0,15.0,15.0,
Kings County,2020-06-23T00:00:00,43.0,43.0,,,
Lake County,2020-06-23T00:00:00,15.0,,,,
Lassen County,2020-06-23T00:00:00,,,,,
Los Angeles County,2020-06-23T00:00:00,4320.0,3480.0,651.0,651.0,
Madera County ,2020-06-23T00:00:00,17.0,17.0,,,
Marin County ,2020-06-23T00:00:00,198.0,117.0,44.0,,
Mariposa County,2020-06-23T00:00:00,44.0,,,,
Mendocino County,2020-06-23T00:00:00,171.0,132.0,,,
Merced County,2020-06-23T00:00:00,112.0,74.0,,,
Modoc County,2020-06-23T00:00:00,,,,,
Mono County,2020-06-23T00:00:00,,,,,
Monterey County,2020-06-23T00:00:00,116.0,112.0,108.0,15.0,
Napa County ,2020-06-23T00:00:00,75.0,47.0,18.0,12.0,
Nevada County ,2020-06-23T00:00:00,70.0,,,,
Orange County,2020-06-23T00:00:00,666.0,504.0,78.0,78.0,
Placer County,2020-06-23T00:00:00,73.0,46.0,12.0,12.0,
Plumas County,2020-06-23T00:00:00,,,,,
Riverside County,2020-06-23T00:00:00,373.0,373.0,15.0,15.0,
Sacramento County,2020-06-23T00:00:00,525.0,465.0,63.0,63.0,
San Benito County,2020-06-23T00:00:00,97.0,78.0,,,
San BernardinoCounty,2020-06-23T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-23T00:00:00,1606.0,223.0,44.0,44.0,
San Francisco,2020-06-23T00:00:00,2412.0,1509.0,91.0,91.0,
San Joaquin County,2020-06-23T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-23T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-23T00:00:00,164.0,164.0,,,
Santa Barbara County,2020-06-23T00:00:00,127.0,115.0,,,
Santa Clara County,2020-06-23T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-23T00:00:00,149.0,129.0,35.0,,
Shasta County,2020-06-23T00:00:00,35.0,27.0,,,
Sierra County,2020-06-23T00:00:00,,,,,
Siskiyou County,2020-06-23T00:00:00,,,,,
Solano County,2020-06-23T00:00:00,208.0,143.0,,,
Sonoma County,2020-06-23T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-23T00:00:00,126.0,91.0,,,
Sutter County,2020-06-23T00:00:00,21.0,21.0,,,
Tehama County,2020-06-23T00:00:00,,,,,
Trinity County,2020-06-23T00:00:00,,,,,
Tulare County,2020-06-23T00:00:00,113.0,73.0,,,
Tuolumne County,2020-06-23T00:00:00,50.0,34.0,,,
Ventura County,2020-06-23T00:00:00,388.0,280.0,,,
Yolo County,2020-06-23T00:00:00,227.0,142.0,,,
Yuba County,2020-06-23T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-23T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-23T00:00:00,,,,,
Alameda County,2020-06-24T00:00:00,652.0,453.0,91.0,91.0,
Alpine County,2020-06-24T00:00:00,,,,,
Amador County,2020-06-24T00:00:00,,,,,
Butte County,2020-06-24T00:00:00,128.0,128.0,,,
Calaveras County,2020-06-24T00:00:00,73.0,30.0,,,
Colusa County,2020-06-24T00:00:00,,,,,
Contra Costa County,2020-06-24T00:00:00,566.0,447.0,,,
Del Norte County,2020-06-24T00:00:00,26.0,26.0,,,
El Dorado County,2020-06-24T00:00:00,46.0,40.0,,,
Fresno County,2020-06-24T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-24T00:00:00,,,,,
Humboldt County,2020-06-24T00:00:00,74.0,51.0,15.0,,
Imperial County,2020-06-24T00:00:00,126.0,114.0,37.0,,
Inyo County,2020-06-24T00:00:00,,,,,
Kern County,2020-06-24T00:00:00,25.0,25.0,15.0,15.0,
Kings County,2020-06-24T00:00:00,43.0,43.0,,,
Lake County,2020-06-24T00:00:00,15.0,,,,
Lassen County,2020-06-24T00:00:00,,,,,
Los Angeles County,2020-06-24T00:00:00,4320.0,3486.0,651.0,651.0,
Madera County ,2020-06-24T00:00:00,17.0,17.0,,,
Marin County ,2020-06-24T00:00:00,198.0,117.0,44.0,,
Mariposa County,2020-06-24T00:00:00,44.0,,,,
Mendocino County,2020-06-24T00:00:00,171.0,132.0,,,
Merced County,2020-06-24T00:00:00,112.0,74.0,,,
Modoc County,2020-06-24T00:00:00,,,,,
Mono County,2020-06-24T00:00:00,,,,,
Monterey County,2020-06-24T00:00:00,116.0,112.0,108.0,15.0,
Napa County ,2020-06-24T00:00:00,75.0,46.0,18.0,12.0,
Nevada County ,2020-06-24T00:00:00,70.0,,,,
Orange County,2020-06-24T00:00:00,666.0,502.0,78.0,78.0,
Placer County,2020-06-24T00:00:00,73.0,45.0,12.0,12.0,
Plumas County,2020-06-24T00:00:00,,,,,
Riverside County,2020-06-24T00:00:00,373.0,373.0,15.0,15.0,
Sacramento County,2020-06-24T00:00:00,525.0,482.0,63.0,63.0,
San Benito County,2020-06-24T00:00:00,97.0,76.0,,,
San BernardinoCounty,2020-06-24T00:00:00,50.0,37.0,20.0,,20.0
San Diego County,2020-06-24T00:00:00,1606.0,218.0,44.0,44.0,
San Francisco,2020-06-24T00:00:00,2412.0,1569.0,91.0,91.0,
San Joaquin County,2020-06-24T00:00:00,76.0,66.0,,,
San Luis Obispo County,2020-06-24T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-06-24T00:00:00,163.0,163.0,,,
Santa Barbara County,2020-06-24T00:00:00,129.0,117.0,,,
Santa Clara County,2020-06-24T00:00:00,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-24T00:00:00,149.0,133.0,35.0,,
Shasta County,2020-06-24T00:00:00,35.0,27.0,,,
Sierra County,2020-06-24T00:00:00,,,,,
Siskiyou County,2020-06-24T00:00:00,,,,,
Solano County,2020-06-24T00:00:00,209.0,145.0,,,
Sonoma County,2020-06-24T00:00:00,157.0,52.0,,,
Stanislaus County,2020-06-24T00:00:00,134.0,99.0,,,
Sutter County,2020-06-24T00:00:00,21.0,21.0,,,
Tehama County,2020-06-24T00:00:00,,,,,
Trinity County,2020-06-24T00:00:00,,,,,
Tulare County,2020-06-24T00:00:00,113.0,73.0,,,
Tuolumne County,2020-06-24T00:00:00,50.0,34.0,,,
Ventura County,2020-06-24T00:00:00,388.0,296.0,,,
Yolo County,2020-06-24T00:00:00,207.0,137.0,,,
Yuba County,2020-06-24T00:00:00,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-24T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-06-24T00:00:00,,,,,
Alameda County,2020-06-25T00:00:00,652.0,456.0,91.0,91.0,
Alpine County,2020-06-25T00:00:00,,,,,
Amador County,2020-06-25T00:00:00,,,,,
Butte County,2020-06-25T00:00:00,127.0,127.0,,,
Calaveras County,2020-06-25T00:00:00,73.0,30.0,,,
Colusa County,2020-06-25T00:00:00,,,,,
Contra Costa County,2020-06-25T00:00:00,566.0,448.0,,,
Del Norte County,2020-06-25T00:00:00,27.0,27.0,,,
El Dorado County,2020-06-25T00:00:00,46.0,40.0,,,
Fresno County,2020-06-25T00:00:00,305.0,250.0,28.0,28.0,
Glenn County,2020-06-25T00:00:00,,,,,
Humboldt County,2020-06-25T00:00:00,74.0,52.0,15.0,,
Imperial County,2020-06-25T00:00:00,126.0,118.0,37.0,,
Inyo County,2020-06-25T00:00:00,,,,,
Kern County,2020-06-25T00:00:00,25.0,25.0,15.0,15.0,
Kings County,2020-06-25T00:00:00,43.0,43.0,,,
Lake County,2020-06-25T00:00:00,15.0,,,,
Lassen County,2020-06-25T00:00:00,,,,,
Los Angeles County,2020-06-25T00:00:00,4320.0,3493.0,651.0,651.0,
Madera County ,2020-06-25T00:00:00,17.0,17.0,,,
Marin County ,2020-06-25T00:00:00,200.0,127.0,44.0,,
Mariposa County,2020-06-25T00:00:00,44.0,,,,
