county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Contra Costa County,2020-09-08T00:00:00,550.0,477.0,,,
Del Norte County,2020-09-08T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-08T00:00:00,46.0,42.0,,,
Fresno County,2020-09-08T00:00:00,385.0,404.0,28.0,28.0,
Glenn County,2020-09-08T00:00:00,,,,,
Humboldt County,2020-09-08T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-08T00:00:00,126.0,120.0,80.0,79.0,
Inyo County,2020-09-08T00:00:00,,,,,
Kern County,2020-09-08T00:00:00,,,15.0,15.0,
Kings County,2020-09-08T00:00:00,64.0,58.0,,,
Lake County,2020-09-08T00:00:00,,,,,
Lassen County,2020-09-08T00:00:00,,,,,
Los Angeles County,2020-09-08T00:00:00,4633.0,3889.0,651.0,651.0,
Madera County ,2020-09-08T00:00:00,19.0,,,,
Marin County ,2020-09-08T00:00:00,165.0,82.0,44.0,,
Mariposa County,2020-09-08T00:00:00,,,,,
Mendocino County,2020-09-08T00:00:00,99.0,,,,
Merced County,2020-09-08T00:00:00,75.0,35.0,,,
Modoc County,2020-09-08T00:00:00,,,,,
Mono County,2020-09-08T00:00:00,,,,,
Monterey County,2020-09-08T00:00:00,115.0,74.0,108.0,15.0,
Napa County ,2020-09-08T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-08T00:00:00,56.0,,,,
Orange County,2020-09-08T00:00:00,692.0,549.0,78.0,78.0,
Placer County,2020-09-08T00:00:00,83.0,59.0,12.0,12.0,
Plumas County,2020-09-08T00:00:00,,,,,
Riverside County,2020-09-08T00:00:00,361.0,361.0,15.0,15.0,
Sacramento County,2020-09-08T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-08T00:00:00,,,,,
San BernardinoCounty,2020-09-08T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-08T00:00:00,1327.0,141.0,44.0,44.0,
San Francisco,2020-09-08T00:00:00,2613.0,1923.0,91.0,91.0,
San Joaquin County,2020-09-08T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-09-08T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-08T00:00:00,167.0,167.0,,,
Santa Barbara County,2020-09-08T00:00:00,114.0,75.0,,,
Santa Clara County,2020-09-08T00:00:00,837.0,634.0,105.0,12.0,
Santa Cruz County,2020-09-08T00:00:00,242.0,155.0,35.0,,12.0
Shasta County,2020-09-08T00:00:00,87.0,75.0,,,
Sierra County,2020-09-08T00:00:00,,,,,
Siskiyou County,2020-09-08T00:00:00,,,,,
Solano County,2020-09-08T00:00:00,127.0,112.0,,,
Sonoma County,2020-09-08T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-08T00:00:00,124.0,87.0,,,
Sutter County,2020-09-08T00:00:00,18.0,18.0,,,
Tehama County,2020-09-08T00:00:00,,,,,
Trinity County,2020-09-08T00:00:00,,,,,
Tulare County,2020-09-08T00:00:00,108.0,61.0,,,
Tuolumne County,2020-09-08T00:00:00,21.0,21.0,,,
Ventura County,2020-09-08T00:00:00,341.0,144.0,,,
Yolo County,2020-09-08T00:00:00,167.0,110.0,,,
Yuba County,2020-09-08T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-08T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-08T00:00:00,,,,,
Alameda County,2020-09-09T00:00:00,973.0,723.0,91.0,91.0,
Alpine County,2020-09-09T00:00:00,,,,,
Amador County,2020-09-09T00:00:00,,,,,
Butte County,2020-09-09T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-09T00:00:00,29.0,11.0,,,
Colusa County,2020-09-09T00:00:00,,,,,
Contra Costa County,2020-09-09T00:00:00,550.0,479.0,,,
Del Norte County,2020-09-09T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-09T00:00:00,46.0,43.0,,,
Fresno County,2020-09-09T00:00:00,385.0,404.0,28.0,28.0,
Glenn County,2020-09-09T00:00:00,,,,,
Humboldt County,2020-09-09T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-09T00:00:00,126.0,121.0,80.0,79.0,
Inyo County,2020-09-09T00:00:00,,,,,
Kern County,2020-09-09T00:00:00,,,15.0,15.0,
Kings County,2020-09-09T00:00:00,64.0,58.0,,,
Lake County,2020-09-09T00:00:00,,,,,
Lassen County,2020-09-09T00:00:00,,,,,
Los Angeles County,2020-09-09T00:00:00,4634.0,3809.0,651.0,651.0,
Madera County ,2020-09-09T00:00:00,19.0,,,,
Marin County ,2020-09-09T00:00:00,165.0,83.0,44.0,,
Mariposa County,2020-09-09T00:00:00,,,,,
Mendocino County,2020-09-09T00:00:00,99.0,,,,
Merced County,2020-09-09T00:00:00,75.0,25.0,,,
Modoc County,2020-09-09T00:00:00,,,,,
Mono County,2020-09-09T00:00:00,,,,,
Monterey County,2020-09-09T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-09-09T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-09T00:00:00,56.0,,,,
Orange County,2020-09-09T00:00:00,692.0,549.0,78.0,78.0,
Placer County,2020-09-09T00:00:00,83.0,59.0,12.0,12.0,
Plumas County,2020-09-09T00:00:00,,,,,
Riverside County,2020-09-09T00:00:00,361.0,361.0,15.0,15.0,
Sacramento County,2020-09-09T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-09T00:00:00,,,,,
San BernardinoCounty,2020-09-09T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-09T00:00:00,1327.0,141.0,44.0,44.0,
San Francisco,2020-09-09T00:00:00,2613.0,1914.0,91.0,91.0,
San Joaquin County,2020-09-09T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-09-09T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-09T00:00:00,167.0,167.0,,,
Santa Barbara County,2020-09-09T00:00:00,114.0,69.0,,,
Santa Clara County,2020-09-09T00:00:00,837.0,632.0,105.0,12.0,
Santa Cruz County,2020-09-09T00:00:00,242.0,155.0,35.0,,12.0
Shasta County,2020-09-09T00:00:00,87.0,75.0,,,
Sierra County,2020-09-09T00:00:00,,,,,
Siskiyou County,2020-09-09T00:00:00,,,,,
Solano County,2020-09-09T00:00:00,127.0,112.0,,,
Sonoma County,2020-09-09T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-09T00:00:00,123.0,87.0,,,
Sutter County,2020-09-09T00:00:00,18.0,18.0,,,
Tehama County,2020-09-09T00:00:00,,,,,
Trinity County,2020-09-09T00:00:00,,,,,
Tulare County,2020-09-09T00:00:00,108.0,61.0,,,
Tuolumne County,2020-09-09T00:00:00,21.0,21.0,,,
Ventura County,2020-09-09T00:00:00,341.0,144.0,,,
Yolo County,2020-09-09T00:00:00,167.0,112.0,,,
Yuba County,2020-09-09T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-09T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-09T00:00:00,,,,,
Alameda County,2020-09-10T00:00:00,973.0,714.0,91.0,91.0,
Alpine County,2020-09-10T00:00:00,,,,,
Amador County,2020-09-10T00:00:00,,,,,
Butte County,2020-09-10T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-10T00:00:00,29.0,11.0,,,
Colusa County,2020-09-10T00:00:00,,,,,
Contra Costa County,2020-09-10T00:00:00,550.0,480.0,,,
Del Norte County,2020-09-10T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-10T00:00:00,46.0,43.0,,,
Fresno County,2020-09-10T00:00:00,385.0,404.0,28.0,28.0,
Glenn County,2020-09-10T00:00:00,,,,,
Humboldt County,2020-09-10T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-10T00:00:00,126.0,122.0,80.0,79.0,
Inyo County,2020-09-10T00:00:00,,,,,
Kern County,2020-09-10T00:00:00,,,15.0,15.0,
Kings County,2020-09-10T00:00:00,64.0,58.0,,,
Lake County,2020-09-10T00:00:00,,,,,
Lassen County,2020-09-10T00:00:00,,,,,
Los Angeles County,2020-09-10T00:00:00,4637.0,3802.0,651.0,651.0,
Madera County ,2020-09-10T00:00:00,19.0,,,,
Marin County ,2020-09-10T00:00:00,140.0,83.0,44.0,,
Mariposa County,2020-09-10T00:00:00,,,,,
Mendocino County,2020-09-10T00:00:00,99.0,,,,
Merced County,2020-09-10T00:00:00,75.0,25.0,,,
Modoc County,2020-09-10T00:00:00,,,,,
Mono County,2020-09-10T00:00:00,,,,,
Monterey County,2020-09-10T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-09-10T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-10T00:00:00,56.0,,,,
Orange County,2020-09-10T00:00:00,692.0,554.0,78.0,78.0,
Placer County,2020-09-10T00:00:00,83.0,59.0,12.0,12.0,
Plumas County,2020-09-10T00:00:00,,,,,
Riverside County,2020-09-10T00:00:00,360.0,360.0,15.0,15.0,
Sacramento County,2020-09-10T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-10T00:00:00,,,,,
San BernardinoCounty,2020-09-10T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-10T00:00:00,1327.0,155.0,44.0,44.0,
San Francisco,2020-09-10T00:00:00,2613.0,1916.0,91.0,91.0,
San Joaquin County,2020-09-10T00:00:00,73.0,67.0,,,
San Luis Obispo County,2020-09-10T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-10T00:00:00,167.0,167.0,,,
Santa Barbara County,2020-09-10T00:00:00,114.0,68.0,,,
Santa Clara County,2020-09-10T00:00:00,837.0,632.0,105.0,12.0,
Santa Cruz County,2020-09-10T00:00:00,242.0,154.0,35.0,,12.0
Shasta County,2020-09-10T00:00:00,92.0,74.0,,,
Sierra County,2020-09-10T00:00:00,,,,,
Siskiyou County,2020-09-10T00:00:00,,,,,
Solano County,2020-09-10T00:00:00,127.0,113.0,,,
Sonoma County,2020-09-10T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-10T00:00:00,124.0,88.0,,,
Sutter County,2020-09-10T00:00:00,18.0,18.0,,,
Tehama County,2020-09-10T00:00:00,,,,,
Trinity County,2020-09-10T00:00:00,,,,,
Tulare County,2020-09-10T00:00:00,108.0,65.0,,,
Tuolumne County,2020-09-10T00:00:00,21.0,21.0,,,
Ventura County,2020-09-10T00:00:00,341.0,144.0,,,
Yolo County,2020-09-10T00:00:00,167.0,112.0,,,
Yuba County,2020-09-10T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-10T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-10T00:00:00,,,,,
Alameda County,2020-09-11T00:00:00,973.0,716.0,91.0,91.0,
Alpine County,2020-09-11T00:00:00,,,,,
Amador County,2020-09-11T00:00:00,,,,,
Butte County,2020-09-11T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-11T00:00:00,29.0,,,,
Colusa County,2020-09-11T00:00:00,,,,,
Contra Costa County,2020-09-11T00:00:00,550.0,478.0,,,
Del Norte County,2020-09-11T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-11T00:00:00,46.0,43.0,,,
Fresno County,2020-09-11T00:00:00,385.0,386.0,28.0,28.0,
Glenn County,2020-09-11T00:00:00,,,,,
Humboldt County,2020-09-11T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-11T00:00:00,136.0,32.0,80.0,79.0,
Inyo County,2020-09-11T00:00:00,,,,,
Kern County,2020-09-11T00:00:00,,,15.0,15.0,
Kings County,2020-09-11T00:00:00,64.0,58.0,,,
Lake County,2020-09-11T00:00:00,,,,,
Lassen County,2020-09-11T00:00:00,,,,,
Los Angeles County,2020-09-11T00:00:00,4637.0,3829.0,651.0,651.0,
Madera County ,2020-09-11T00:00:00,19.0,,,,
Marin County ,2020-09-11T00:00:00,140.0,83.0,44.0,,
Mariposa County,2020-09-11T00:00:00,11.0,11.0,,,
Mendocino County,2020-09-11T00:00:00,99.0,,,,
Merced County,2020-09-11T00:00:00,75.0,25.0,,,
Modoc County,2020-09-11T00:00:00,,,,,
Mono County,2020-09-11T00:00:00,,,,,
Monterey County,2020-09-11T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-09-11T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-11T00:00:00,56.0,,,,
Orange County,2020-09-11T00:00:00,692.0,551.0,78.0,78.0,
Placer County,2020-09-11T00:00:00,83.0,59.0,12.0,12.0,
Plumas County,2020-09-11T00:00:00,,,,,
Riverside County,2020-09-11T00:00:00,355.0,355.0,15.0,15.0,
Sacramento County,2020-09-11T00:00:00,525.0,503.0,63.0,63.0,
San Benito County,2020-09-11T00:00:00,,,,,
San BernardinoCounty,2020-09-11T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-11T00:00:00,1327.0,151.0,44.0,44.0,
San Francisco,2020-09-11T00:00:00,2613.0,1935.0,91.0,91.0,
San Joaquin County,2020-09-11T00:00:00,73.0,68.0,,,
San Luis Obispo County,2020-09-11T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-11T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-09-11T00:00:00,114.0,67.0,,,
Santa Clara County,2020-09-11T00:00:00,837.0,636.0,105.0,12.0,
Santa Cruz County,2020-09-11T00:00:00,242.0,154.0,35.0,,12.0
Shasta County,2020-09-11T00:00:00,92.0,76.0,,,
Sierra County,2020-09-11T00:00:00,,,,,
Siskiyou County,2020-09-11T00:00:00,,,,,
Solano County,2020-09-11T00:00:00,127.0,112.0,,,
Sonoma County,2020-09-11T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-11T00:00:00,124.0,88.0,,,
Sutter County,2020-09-11T00:00:00,18.0,18.0,,,
Tehama County,2020-09-11T00:00:00,,,,,
Trinity County,2020-09-11T00:00:00,,,,,
Tulare County,2020-09-11T00:00:00,108.0,64.0,,,
Tuolumne County,2020-09-11T00:00:00,21.0,21.0,,,
Ventura County,2020-09-11T00:00:00,341.0,144.0,,,
Yolo County,2020-09-11T00:00:00,148.0,122.0,,,
Yuba County,2020-09-11T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-11T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-11T00:00:00,,,,,
Alameda County,2020-09-14T00:00:00,973.0,726.0,91.0,91.0,
Alpine County,2020-09-14T00:00:00,,,,,
Amador County,2020-09-14T00:00:00,,,,,
Butte County,2020-09-14T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-14T00:00:00,29.0,,,,
Colusa County,2020-09-14T00:00:00,,,,,
Contra Costa County,2020-09-14T00:00:00,550.0,471.0,,,
Del Norte County,2020-09-14T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-14T00:00:00,46.0,43.0,,,
Fresno County,2020-09-14T00:00:00,385.0,386.0,28.0,28.0,
Glenn County,2020-09-14T00:00:00,,,,,
Humboldt County,2020-09-14T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-14T00:00:00,136.0,32.0,80.0,79.0,
Inyo County,2020-09-14T00:00:00,,,,,
Kern County,2020-09-14T00:00:00,,,15.0,15.0,
Kings County,2020-09-14T00:00:00,64.0,58.0,,,
Lake County,2020-09-14T00:00:00,,,,,
Lassen County,2020-09-14T00:00:00,,,,,
Los Angeles County,2020-09-14T00:00:00,4637.0,3789.0,651.0,651.0,
Madera County ,2020-09-14T00:00:00,19.0,,,,
Marin County ,2020-09-14T00:00:00,140.0,83.0,44.0,,
Mariposa County,2020-09-14T00:00:00,12.0,12.0,,,
Mendocino County,2020-09-14T00:00:00,99.0,,,,
Merced County,2020-09-14T00:00:00,75.0,25.0,,,
Modoc County,2020-09-14T00:00:00,,,,,
Mono County,2020-09-14T00:00:00,,,,,
Monterey County,2020-09-14T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-09-14T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-14T00:00:00,56.0,,,,
Orange County,2020-09-14T00:00:00,692.0,551.0,78.0,78.0,
Placer County,2020-09-14T00:00:00,83.0,59.0,12.0,12.0,
Plumas County,2020-09-14T00:00:00,,,,,
Riverside County,2020-09-14T00:00:00,355.0,355.0,15.0,15.0,
Sacramento County,2020-09-14T00:00:00,525.0,444.0,63.0,63.0,
San Benito County,2020-09-14T00:00:00,,,,,
San BernardinoCounty,2020-09-14T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-14T00:00:00,1327.0,150.0,44.0,44.0,
San Francisco,2020-09-14T00:00:00,2613.0,1911.0,91.0,91.0,
San Joaquin County,2020-09-14T00:00:00,73.0,69.0,,,
San Luis Obispo County,2020-09-14T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-14T00:00:00,165.0,165.0,,,
Santa Barbara County,2020-09-14T00:00:00,114.0,67.0,,,
Santa Clara County,2020-09-14T00:00:00,837.0,635.0,105.0,12.0,
Santa Cruz County,2020-09-14T00:00:00,242.0,154.0,35.0,,12.0
Shasta County,2020-09-14T00:00:00,92.0,76.0,,,
Sierra County,2020-09-14T00:00:00,,,,,
Siskiyou County,2020-09-14T00:00:00,,,,,
Solano County,2020-09-14T00:00:00,127.0,114.0,,,
Sonoma County,2020-09-14T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-14T00:00:00,124.0,88.0,,,
Sutter County,2020-09-14T00:00:00,,,,,
Tehama County,2020-09-14T00:00:00,,,,,
Trinity County,2020-09-14T00:00:00,,,,,
Tulare County,2020-09-14T00:00:00,108.0,64.0,,,
Tuolumne County,2020-09-14T00:00:00,21.0,21.0,,,
Ventura County,2020-09-14T00:00:00,341.0,144.0,,,
Yolo County,2020-09-14T00:00:00,148.0,122.0,,,
Yuba County,2020-09-14T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-14T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-14T00:00:00,,,,,
Alameda County,2020-09-15T00:00:00,973.0,730.0,91.0,91.0,
Alpine County,2020-09-15T00:00:00,,,,,
Amador County,2020-09-15T00:00:00,,,,,
Butte County,2020-09-15T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-15T00:00:00,29.0,,,,
Colusa County,2020-09-15T00:00:00,,,,,
Contra Costa County,2020-09-15T00:00:00,550.0,475.0,,,
Del Norte County,2020-09-15T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-15T00:00:00,46.0,43.0,,,
Fresno County,2020-09-15T00:00:00,385.0,386.0,28.0,28.0,
Glenn County,2020-09-15T00:00:00,,,,,
Humboldt County,2020-09-15T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-15T00:00:00,136.0,32.0,80.0,79.0,
Inyo County,2020-09-15T00:00:00,,,,,
Kern County,2020-09-15T00:00:00,,,15.0,15.0,
Kings County,2020-09-15T00:00:00,64.0,58.0,,,
Lake County,2020-09-15T00:00:00,,,,,
Lassen County,2020-09-15T00:00:00,,,,,
Los Angeles County,2020-09-15T00:00:00,4637.0,3785.0,651.0,651.0,
Madera County ,2020-09-15T00:00:00,19.0,,,,
Marin County ,2020-09-15T00:00:00,140.0,83.0,44.0,,
Mariposa County,2020-09-15T00:00:00,,,,,
Mendocino County,2020-09-15T00:00:00,99.0,,,,
Merced County,2020-09-15T00:00:00,75.0,25.0,,,
Modoc County,2020-09-15T00:00:00,,,,,
Mono County,2020-09-15T00:00:00,,,,,
Monterey County,2020-09-15T00:00:00,115.0,77.0,108.0,15.0,
Napa County ,2020-09-15T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-15T00:00:00,56.0,,,,
Orange County,2020-09-15T00:00:00,692.0,555.0,78.0,78.0,
Placer County,2020-09-15T00:00:00,83.0,59.0,12.0,12.0,
Plumas County,2020-09-15T00:00:00,,,,,
Riverside County,2020-09-15T00:00:00,355.0,355.0,15.0,15.0,
Sacramento County,2020-09-15T00:00:00,525.0,444.0,63.0,63.0,
San Benito County,2020-09-15T00:00:00,,,,,
San BernardinoCounty,2020-09-15T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-15T00:00:00,1327.0,153.0,44.0,44.0,
San Francisco,2020-09-15T00:00:00,2613.0,1908.0,91.0,91.0,
San Joaquin County,2020-09-15T00:00:00,73.0,69.0,,,
San Luis Obispo County,2020-09-15T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-15T00:00:00,166.0,166.0,,,
Santa Barbara County,2020-09-15T00:00:00,114.0,69.0,,,
Santa Clara County,2020-09-15T00:00:00,837.0,607.0,105.0,12.0,
Santa Cruz County,2020-09-15T00:00:00,242.0,153.0,35.0,,12.0
Shasta County,2020-09-15T00:00:00,92.0,76.0,,,
Sierra County,2020-09-15T00:00:00,,,,,
Siskiyou County,2020-09-15T00:00:00,,,,,
Solano County,2020-09-15T00:00:00,127.0,114.0,,,
Sonoma County,2020-09-15T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-15T00:00:00,124.0,84.0,,,
Sutter County,2020-09-15T00:00:00,,,,,
Tehama County,2020-09-15T00:00:00,,,,,
Trinity County,2020-09-15T00:00:00,,,,,
Tulare County,2020-09-15T00:00:00,108.0,64.0,,,
Tuolumne County,2020-09-15T00:00:00,21.0,21.0,,,
Ventura County,2020-09-15T00:00:00,341.0,144.0,,,
Yolo County,2020-09-15T00:00:00,148.0,121.0,,,
Yuba County,2020-09-15T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-15T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-15T00:00:00,,,,,
Alameda County,2020-09-16T00:00:00,973.0,743.0,91.0,91.0,
Alpine County,2020-09-16T00:00:00,,,,,
Amador County,2020-09-16T00:00:00,,,,,
Butte County,2020-09-16T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-16T00:00:00,29.0,,,,
Colusa County,2020-09-16T00:00:00,,,,,
Contra Costa County,2020-09-16T00:00:00,550.0,474.0,,,
Del Norte County,2020-09-16T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-16T00:00:00,46.0,43.0,,,
Fresno County,2020-09-16T00:00:00,385.0,386.0,28.0,28.0,
Glenn County,2020-09-16T00:00:00,,,,,
Humboldt County,2020-09-16T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-16T00:00:00,136.0,34.0,80.0,79.0,
Inyo County,2020-09-16T00:00:00,,,,,
Kern County,2020-09-16T00:00:00,,,15.0,15.0,
Kings County,2020-09-16T00:00:00,64.0,58.0,,,
Lake County,2020-09-16T00:00:00,,,,,
Lassen County,2020-09-16T00:00:00,,,,,
Los Angeles County,2020-09-16T00:00:00,4640.0,3737.0,651.0,651.0,
Madera County ,2020-09-16T00:00:00,19.0,,,,
Marin County ,2020-09-16T00:00:00,140.0,83.0,44.0,,
Mariposa County,2020-09-16T00:00:00,,,,,
Mendocino County,2020-09-16T00:00:00,99.0,,,,
Merced County,2020-09-16T00:00:00,75.0,25.0,,,
Modoc County,2020-09-16T00:00:00,,,,,
Mono County,2020-09-16T00:00:00,,,,,
Monterey County,2020-09-16T00:00:00,115.0,75.0,108.0,15.0,
Napa County ,2020-09-16T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-16T00:00:00,56.0,,,,
Orange County,2020-09-16T00:00:00,692.0,555.0,78.0,78.0,
Placer County,2020-09-16T00:00:00,83.0,57.0,12.0,12.0,
Plumas County,2020-09-16T00:00:00,,,,,
Riverside County,2020-09-16T00:00:00,348.0,348.0,15.0,15.0,
Sacramento County,2020-09-16T00:00:00,525.0,444.0,63.0,63.0,
San Benito County,2020-09-16T00:00:00,,,,,
San BernardinoCounty,2020-09-16T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-16T00:00:00,1327.0,153.0,44.0,44.0,
San Francisco,2020-09-16T00:00:00,2750.0,1910.0,91.0,91.0,
San Joaquin County,2020-09-16T00:00:00,73.0,69.0,,,
San Luis Obispo County,2020-09-16T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-16T00:00:00,167.0,167.0,,,
Santa Barbara County,2020-09-16T00:00:00,114.0,73.0,,,
Santa Clara County,2020-09-16T00:00:00,837.0,567.0,105.0,12.0,
Santa Cruz County,2020-09-16T00:00:00,242.0,154.0,35.0,,12.0
Shasta County,2020-09-16T00:00:00,91.0,76.0,,,
Sierra County,2020-09-16T00:00:00,,,,,
Siskiyou County,2020-09-16T00:00:00,,,,,
Solano County,2020-09-16T00:00:00,127.0,113.0,,,
Sonoma County,2020-09-16T00:00:00,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-16T00:00:00,123.0,82.0,,,
Sutter County,2020-09-16T00:00:00,,,,,
Tehama County,2020-09-16T00:00:00,,,,,
Trinity County,2020-09-16T00:00:00,,,,,
Tulare County,2020-09-16T00:00:00,108.0,64.0,,,
Tuolumne County,2020-09-16T00:00:00,21.0,21.0,,,
Ventura County,2020-09-16T00:00:00,341.0,144.0,,,
Yolo County,2020-09-16T00:00:00,148.0,122.0,,,
Yuba County,2020-09-16T00:00:00,,,,,
Wilton Rancheria Tribe,2020-09-16T00:00:00,,,,,
Bishop Paiute Tribal Council,2020-09-16T00:00:00,,,,,
Alameda County,2020-09-17T00:00:00,973.0,748.0,91.0,91.0,
Alpine County,2020-09-17T00:00:00,,,,,
Amador County,2020-09-17T00:00:00,,,,,
Butte County,2020-09-17T00:00:00,117.0,117.0,,,
Calaveras County,2020-09-17T00:00:00,29.0,,,,
Colusa County,2020-09-17T00:00:00,,,,,
Contra Costa County,2020-09-17T00:00:00,550.0,483.0,,,
Del Norte County,2020-09-17T00:00:00,29.0,28.0,,,
El Dorado County,2020-09-17T00:00:00,46.0,43.0,,,
Fresno County,2020-09-17T00:00:00,385.0,386.0,28.0,28.0,
Glenn County,2020-09-17T00:00:00,,,,,
Humboldt County,2020-09-17T00:00:00,74.0,45.0,15.0,,
Imperial County,2020-09-17T00:00:00,136.0,34.0,80.0,79.0,
Inyo County,2020-09-17T00:00:00,,,,,
Kern County,2020-09-17T00:00:00,,,15.0,15.0,
Kings County,2020-09-17T00:00:00,64.0,58.0,,,
Lake County,2020-09-17T00:00:00,,,,,
Lassen County,2020-09-17T00:00:00,,,,,
Los Angeles County,2020-09-17T00:00:00,4639.0,3736.0,651.0,651.0,
Madera County ,2020-09-17T00:00:00,19.0,,,,
Marin County ,2020-09-17T00:00:00,140.0,83.0,44.0,,
Mariposa County,2020-09-17T00:00:00,,,,,
Mendocino County,2020-09-17T00:00:00,99.0,,,,
Merced County,2020-09-17T00:00:00,75.0,25.0,,,
Modoc County,2020-09-17T00:00:00,,,,,
Mono County,2020-09-17T00:00:00,,,,,
Monterey County,2020-09-17T00:00:00,115.0,79.0,108.0,15.0,
Napa County ,2020-09-17T00:00:00,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-17T00:00:00,56.0,,,,
Orange County,2020-09-17T00:00:00,692.0,557.0,78.0,78.0,
Placer County,2020-09-17T00:00:00,83.0,57.0,12.0,12.0,
Plumas County,2020-09-17T00:00:00,,,,,
Riverside County,2020-09-17T00:00:00,340.0,340.0,15.0,15.0,
Sacramento County,2020-09-17T00:00:00,529.0,444.0,63.0,63.0,
San Benito County,2020-09-17T00:00:00,,,,,
San BernardinoCounty,2020-09-17T00:00:00,427.0,427.0,20.0,,20.0
San Diego County,2020-09-17T00:00:00,1327.0,151.0,44.0,44.0,
San Francisco,2020-09-17T00:00:00,2750.0,1916.0,91.0,91.0,
San Joaquin County,2020-09-17T00:00:00,73.0,69.0,,,
San Luis Obispo County,2020-09-17T00:00:00,155.0,,14.0,14.0,
San Mateo County,2020-09-17T00:00:00,169.0,169.0,,,
Santa Barbara County,2020-09-17T00:00:00,114.0,71.0,,,
